,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
378990,15,1,UA,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,10.0,10.0,2000-2059,-4.0,0.0,2300-2359,0.0,641.0
470266,7,7,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,11.0,11.0,0700-0759,46.0,46.0,1000-1059,0.0,731.0
41899,2,2,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,0600-0659,-11.0,0.0,0800-0859,0.0,1199.0
503168,2,2,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,10.0,10.0,2200-2259,10.0,10.0,2300-2359,0.0,641.0
515922,9,2,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,0800-0859,16.0,16.0,1100-1159,0.0,731.0
484158,3,3,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-1.0,0.0,1200-1259,-9.0,0.0,1500-1559,0.0,731.0
150633,16,2,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,17.0,17.0,0700-0759,0.0,0.0,1200-1259,0.0,1199.0
474214,26,5,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-9.0,0.0,0001-0559,1.0,1.0,0800-0859,0.0,641.0
229460,24,3,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,-8.0,0.0,0600-0659,-3.0,0.0,0900-0959,0.0,641.0
390050,26,5,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,71.0,71.0,1300-1359,61.0,61.0,1400-1459,0.0,641.0
510747,11,4,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,38.0,38.0,1400-1459,30.0,30.0,1500-1559,0.0,641.0
155601,28,7,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,2000-2059,-9.0,0.0,2200-2259,0.0,1199.0
180036,7,7,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,7.0,7.0,1800-1859,-16.0,0.0,2300-2359,0.0,1199.0
515891,9,2,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,91.0,91.0,1200-1259,101.0,101.0,1300-1359,0.0,731.0
3172,8,1,UA,YV,YV,DEN,CO,Colorado,DFW,TX,Texas,25.0,25.0,1700-1759,,,2000-2059,0.0,641.0
179311,26,5,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,6.0,6.0,2200-2259,4.0,4.0,0001-0559,0.0,731.0
527968,27,6,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,0800-0859,-8.0,0.0,0900-0959,0.0,641.0
152072,21,7,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,15.0,15.0,1500-1559,3.0,3.0,1600-1659,0.0,731.0
493039,11,4,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,25.0,25.0,2000-2059,12.0,12.0,2300-2359,0.0,731.0
237219,28,7,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-6.0,0.0,2200-2259,-27.0,0.0,2300-2359,0.0,641.0
233509,17,3,F9,F9,F9,DEN,CO,Colorado,ATL,GA,Georgia,9.0,9.0,1000-1059,5.0,5.0,1500-1559,0.0,1199.0
398840,10,3,UA,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,-9.0,0.0,1700-1759,-27.0,0.0,2200-2259,0.0,1199.0
524151,8,1,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,29.0,29.0,1900-1959,18.0,18.0,2000-2059,0.0,641.0
3732,7,7,UA,YV,YV,DEN,CO,Colorado,DFW,TX,Texas,13.0,13.0,1700-1759,4.0,4.0,2000-2059,0.0,641.0
152837,31,3,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-6.0,0.0,1300-1359,-14.0,0.0,1700-1759,0.0,1199.0
527942,25,4,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-8.0,0.0,1000-1059,-30.0,0.0,1300-1359,0.0,641.0
411529,7,7,UA,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,1.0,1.0,0700-0759,-3.0,0.0,1000-1059,0.0,641.0
236288,11,4,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,-4.0,0.0,1900-1959,-2.0,0.0,2200-2259,0.0,641.0
484135,11,4,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-3.0,0.0,1600-1659,-17.0,0.0,1800-1859,0.0,731.0
274647,9,2,NK,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,96.0,96.0,2000-2059,87.0,87.0,2100-2159,0.0,731.0
488010,8,1,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-2.0,0.0,0900-0959,,,1000-1059,0.0,731.0
110439,16,2,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,15.0,15.0,1700-1759,52.0,52.0,1900-1959,0.0,1199.0
383535,2,2,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,1100-1159,-12.0,0.0,1200-1259,0.0,641.0
436086,15,1,UA,YV,YV,DFW,TX,Texas,DEN,CO,Colorado,,,0001-0559,,,0700-0759,1.0,641.0
233632,19,5,F9,F9,F9,ATL,GA,Georgia,DFW,TX,Texas,126.0,126.0,2000-2059,106.0,106.0,2200-2259,0.0,731.0
149638,4,4,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-3.0,0.0,2100-2159,-9.0,0.0,2200-2259,0.0,731.0
236206,2,2,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,26.0,26.0,2300-2359,27.0,27.0,0001-0559,0.0,641.0
229437,31,3,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-6.0,0.0,1000-1059,-19.0,0.0,1100-1159,0.0,641.0
274643,5,5,NK,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,-11.0,0.0,1700-1759,3.0,3.0,1900-1959,0.0,731.0
484417,21,7,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,31.0,31.0,0700-0759,20.0,20.0,0800-0859,0.0,641.0
152081,30,2,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-7.0,0.0,1500-1559,-13.0,0.0,1600-1659,0.0,731.0
156659,31,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,1300-1359,-28.0,0.0,1400-1459,0.0,1199.0
484169,14,7,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,37.0,37.0,1200-1259,22.0,22.0,1500-1559,0.0,731.0
226128,27,6,F9,F9,F9,DEN,CO,Colorado,ATL,GA,Georgia,-6.0,0.0,0001-0559,7.0,7.0,1000-1059,0.0,1199.0
433825,19,5,UA,YV,YV,DEN,CO,Colorado,DFW,TX,Texas,6.0,6.0,1700-1759,-6.0,0.0,2000-2059,0.0,641.0
67246,29,1,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,12.0,12.0,1500-1559,3.0,3.0,1900-1959,0.0,1199.0
179286,1,1,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-4.0,0.0,2200-2259,-18.0,0.0,0001-0559,0.0,731.0
381192,14,7,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,30.0,30.0,1300-1359,28.0,28.0,1400-1459,0.0,641.0
368530,31,3,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,-4.0,0.0,1100-1159,-21.0,0.0,1200-1259,0.0,1199.0
524166,23,2,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,4.0,4.0,1900-1959,3.0,3.0,2000-2059,0.0,641.0
152011,3,3,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,100.0,100.0,0800-0859,102.0,102.0,0900-0959,0.0,731.0
493666,2,2,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-8.0,0.0,0001-0559,-21.0,0.0,0700-0759,0.0,731.0
152077,26,5,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,15.0,15.0,1500-1559,16.0,16.0,1600-1659,0.0,731.0
484142,18,4,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,14.0,14.0,1600-1659,2.0,2.0,1800-1859,0.0,731.0
458579,2,2,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,6.0,6.0,1000-1059,-3.0,0.0,1100-1159,0.0,641.0
458589,12,5,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,168.0,168.0,1200-1259,187.0,187.0,1300-1359,0.0,641.0
152794,10,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,27.0,27.0,1000-1059,17.0,17.0,1100-1159,0.0,1199.0
195564,24,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,22.0,22.0,2100-2159,12.0,12.0,2300-2359,0.0,1199.0
236022,24,3,F9,F9,F9,DFW,TX,Texas,ATL,GA,Georgia,-10.0,0.0,0600-0659,17.0,17.0,0900-0959,0.0,731.0
236297,23,2,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,-8.0,0.0,1200-1259,5.0,5.0,1500-1559,0.0,641.0
73913,6,6,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,88.0,88.0,1800-1859,88.0,88.0,2000-2059,0.0,1199.0
274654,16,2,NK,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,-6.0,0.0,1000-1059,2.0,2.0,1100-1159,0.0,731.0
399354,10,3,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,1100-1159,15.0,15.0,1200-1259,0.0,641.0
422095,5,5,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,29.0,29.0,1300-1359,12.0,12.0,1400-1459,0.0,641.0
510716,11,4,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,29.0,29.0,1600-1659,23.0,23.0,1900-1959,0.0,641.0
233493,30,2,F9,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,2200-2259,-43.0,0.0,2300-2359,0.0,1199.0
233467,19,5,F9,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,87.0,87.0,2200-2259,96.0,96.0,0001-0559,0.0,1199.0
42982,2,2,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,1.0,1.0,0800-0859,-11.0,0.0,1300-1359,0.0,1199.0
150627,10,3,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-7.0,0.0,0700-0759,-36.0,0.0,1200-1259,0.0,1199.0
233654,24,3,F9,F9,F9,ATL,GA,Georgia,DFW,TX,Texas,-6.0,0.0,2000-2059,-15.0,0.0,2200-2259,0.0,731.0
484562,31,3,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-6.0,0.0,1800-1859,-30.0,0.0,1900-1959,0.0,731.0
527960,19,5,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-5.0,0.0,0800-0859,-14.0,0.0,0900-0959,0.0,641.0
274598,22,1,NK,NK,NK,DFW,TX,Texas,ATL,GA,Georgia,33.0,33.0,1800-1859,21.0,21.0,2100-2159,0.0,731.0
484591,29,1,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,11.0,11.0,1400-1459,2.0,2.0,1700-1759,0.0,731.0
87395,22,1,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,28.0,28.0,1900-1959,34.0,34.0,2300-2359,0.0,1199.0
401907,23,2,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,0800-0859,-29.0,0.0,1000-1059,0.0,1199.0
524153,10,3,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-1.0,0.0,1900-1959,3.0,3.0,2000-2059,0.0,641.0
500833,7,7,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,15.0,15.0,2100-2159,16.0,16.0,2200-2259,0.0,641.0
56613,20,6,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,23.0,23.0,1100-1159,22.0,22.0,1300-1359,0.0,1199.0
151284,16,2,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-8.0,0.0,0800-0859,2.0,2.0,0900-0959,0.0,1199.0
458562,16,2,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,170.0,170.0,1400-1459,171.0,171.0,1700-1759,0.0,641.0
274585,9,2,NK,NK,NK,DFW,TX,Texas,ATL,GA,Georgia,91.0,91.0,1500-1559,84.0,84.0,1900-1959,0.0,731.0
229442,6,6,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,1000-1059,-13.0,0.0,1300-1359,0.0,641.0
233514,22,1,F9,F9,F9,DEN,CO,Colorado,ATL,GA,Georgia,-10.0,0.0,1600-1659,-12.0,0.0,2100-2159,0.0,1199.0
74704,6,6,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,0.0,0.0,0001-0559,-11.0,0.0,1000-1059,0.0,1199.0
231273,8,1,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,-6.0,0.0,1600-1659,-21.0,0.0,1900-1959,0.0,641.0
176945,8,1,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,1700-1759,-29.0,0.0,1900-1959,0.0,1199.0
426664,3,3,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-10.0,0.0,1100-1159,-16.0,0.0,1200-1259,0.0,641.0
180027,3,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,1500-1559,-21.0,0.0,1700-1759,0.0,1199.0
233469,22,1,F9,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,23.0,23.0,2200-2259,4.0,4.0,0001-0559,0.0,1199.0
488625,31,3,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,2.0,2.0,1900-1959,6.0,6.0,2200-2259,0.0,731.0
175725,19,5,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,19.0,19.0,1100-1159,15.0,15.0,1300-1359,0.0,1199.0
409454,8,1,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,29.0,29.0,1300-1359,19.0,19.0,1400-1459,0.0,641.0
400864,24,3,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,,,1600-1659,,,1700-1759,1.0,1199.0
229418,12,5,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-2.0,0.0,1400-1459,27.0,27.0,1600-1659,0.0,641.0
274605,29,1,NK,NK,NK,DFW,TX,Texas,ATL,GA,Georgia,5.0,5.0,1800-1859,-14.0,0.0,2100-2159,0.0,731.0
404647,22,1,UA,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,-3.0,0.0,1300-1359,-3.0,0.0,1600-1659,0.0,641.0
528029,24,3,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-1.0,0.0,1000-1059,-9.0,0.0,1100-1159,0.0,641.0
529570,28,7,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-6.0,0.0,1600-1659,-11.0,0.0,1900-1959,0.0,731.0
458550,4,4,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,1200-1259,0.0,0.0,1500-1559,0.0,641.0
274597,21,7,NK,NK,NK,DFW,TX,Texas,ATL,GA,Georgia,12.0,12.0,1000-1059,5.0,5.0,1300-1359,0.0,731.0
517302,19,5,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-13.0,0.0,1800-1859,-21.0,0.0,2100-2159,0.0,641.0
488609,15,1,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,66.0,66.0,1900-1959,49.0,49.0,2200-2259,0.0,731.0
174776,15,1,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,,,1100-1159,,,1300-1359,1.0,731.0
424061,4,4,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-4.0,0.0,1300-1359,-16.0,0.0,1400-1459,0.0,641.0
151299,31,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,0800-0859,-27.0,0.0,0900-0959,0.0,1199.0
389386,26,5,UA,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,1.0,1.0,1700-1759,-9.0,0.0,2200-2259,0.0,1199.0
515937,24,3,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,0800-0859,2.0,2.0,1100-1159,0.0,731.0
176967,30,2,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-3.0,0.0,1700-1759,-17.0,0.0,1900-1959,0.0,1199.0
113935,23,2,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,21.0,21.0,1400-1459,22.0,22.0,1900-1959,0.0,1199.0
149689,24,3,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,41.0,41.0,1800-1859,48.0,48.0,2100-2159,0.0,731.0
510734,29,1,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-6.0,0.0,1600-1659,-17.0,0.0,1900-1959,0.0,641.0
470269,12,5,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,10.0,10.0,0700-0759,29.0,29.0,1000-1059,0.0,731.0
274655,17,3,NK,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,-6.0,0.0,1200-1259,-17.0,0.0,1400-1459,0.0,731.0
107596,15,1,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,,,1900-1959,,,2300-2359,1.0,1199.0
484126,2,2,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,41.0,41.0,1600-1659,30.0,30.0,1700-1759,0.0,731.0
500827,1,1,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,2100-2159,-18.0,0.0,2200-2259,0.0,641.0
458561,15,1,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,,,1400-1459,,,1700-1759,1.0,641.0
196563,6,6,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,12.0,12.0,1200-1259,1.0,1.0,1700-1759,0.0,1199.0
324087,3,3,UA,OO,OO,LBL,KS,Kansas,DEN,CO,Colorado,-5.0,0.0,1200-1259,-16.0,0.0,1200-1259,0.0,280.0
232424,8,1,F9,F9,F9,ATL,GA,Georgia,DFW,TX,Texas,-3.0,0.0,0600-0659,0.0,0.0,0700-0759,0.0,731.0
196558,4,4,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,0.0,0.0,1000-1059,-13.0,0.0,1100-1159,0.0,1199.0
173528,14,7,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,57.0,57.0,0800-0859,31.0,31.0,1300-1359,0.0,1199.0
470272,19,5,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-5.0,0.0,0700-0759,-11.0,0.0,1000-1059,0.0,731.0
381959,2,2,UA,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,15.0,15.0,1000-1059,6.0,6.0,1500-1559,0.0,1199.0
38762,1,1,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,-6.0,0.0,1400-1459,-20.0,0.0,1900-1959,0.0,1199.0
12517,4,4,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,-1.0,0.0,1700-1759,0.0,0.0,1800-1859,0.0,1199.0
73911,6,6,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,21.0,21.0,0900-0959,3.0,3.0,1000-1059,0.0,1199.0
517236,1,1,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-6.0,0.0,1400-1459,-1.0,0.0,1700-1759,0.0,641.0
517300,15,1,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,,,1800-1859,,,2100-2159,1.0,641.0
510745,9,2,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,219.0,219.0,1400-1459,209.0,209.0,1500-1559,0.0,641.0
236217,14,7,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-4.0,0.0,2000-2059,45.0,45.0,2200-2259,0.0,641.0
156622,29,1,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-3.0,0.0,1500-1559,7.0,7.0,2000-2059,0.0,1199.0
194536,26,5,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-3.0,0.0,1300-1359,-9.0,0.0,1500-1559,0.0,731.0
398795,10,3,UA,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,0900-0959,-6.0,0.0,1200-1259,0.0,641.0
229451,15,1,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,7.0,7.0,1000-1059,13.0,13.0,1300-1359,0.0,641.0
412255,6,6,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,33.0,33.0,1600-1659,23.0,23.0,1800-1859,0.0,641.0
149696,31,3,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-3.0,0.0,1800-1859,16.0,16.0,2100-2159,0.0,731.0
233491,24,3,F9,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,19.0,19.0,2200-2259,-6.0,0.0,2300-2359,0.0,1199.0
274639,1,1,NK,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,-6.0,0.0,1700-1759,8.0,8.0,1900-1959,0.0,731.0
493042,15,1,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,107.0,107.0,2000-2059,84.0,84.0,2300-2359,0.0,731.0
226125,22,1,F9,F9,F9,DEN,CO,Colorado,ATL,GA,Georgia,-7.0,0.0,0001-0559,-7.0,0.0,1000-1059,0.0,1199.0
484380,7,7,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,35.0,35.0,0900-0959,20.0,20.0,1200-1259,0.0,641.0
388798,26,5,UA,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,-6.0,0.0,1300-1359,-15.0,0.0,1800-1859,0.0,1199.0
510718,13,6,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,37.0,37.0,1600-1659,20.0,20.0,1900-1959,0.0,641.0
151286,18,4,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,0800-0859,11.0,11.0,0900-0959,0.0,1199.0
8345,3,3,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,0.0,0.0,0600-0659,-17.0,0.0,0700-0759,0.0,1199.0
236301,27,6,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,2.0,2.0,1200-1259,-3.0,0.0,1500-1559,0.0,641.0
527964,23,2,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,3.0,3.0,0800-0859,-12.0,0.0,0900-0959,0.0,641.0
484555,24,3,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,68.0,68.0,1800-1859,97.0,97.0,1900-1959,0.0,731.0
493686,22,1,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-13.0,0.0,0001-0559,-22.0,0.0,0700-0759,0.0,731.0
220938,12,5,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,142.0,142.0,1100-1159,143.0,143.0,1400-1459,0.0,731.0
368097,31,3,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,1600-1659,-6.0,0.0,1800-1859,0.0,641.0
195557,17,3,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,2100-2159,-21.0,0.0,2300-2359,0.0,1199.0
150635,18,4,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-4.0,0.0,0700-0759,-32.0,0.0,1200-1259,0.0,1199.0
180015,22,1,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-1.0,0.0,0700-0759,-13.0,0.0,0800-0859,0.0,731.0
484541,10,3,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,25.0,25.0,1800-1859,25.0,25.0,1900-1959,0.0,731.0
470271,18,4,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-5.0,0.0,0700-0759,-13.0,0.0,1000-1059,0.0,731.0
484393,20,6,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-5.0,0.0,0900-0959,-15.0,0.0,1200-1259,0.0,641.0
484147,23,2,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,57.0,57.0,1600-1659,52.0,52.0,1800-1859,0.0,731.0
229409,3,3,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-6.0,0.0,1400-1459,-29.0,0.0,1600-1659,0.0,641.0
207787,7,7,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,4.0,4.0,1300-1359,-18.0,0.0,1600-1659,0.0,731.0
409787,8,1,UA,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,-2.0,0.0,2000-2059,7.0,7.0,2300-2359,0.0,641.0
232437,7,7,F9,F9,F9,DFW,TX,Texas,ATL,GA,Georgia,10.0,10.0,0700-0759,3.0,3.0,1000-1059,0.0,731.0
179296,11,4,DL,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,36.0,36.0,2200-2259,,,0001-0559,0.0,731.0
106678,15,1,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,7.0,7.0,1100-1159,20.0,20.0,1200-1259,0.0,1199.0
155598,21,7,DL,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,2000-2059,-21.0,0.0,2200-2259,0.0,1199.0
500834,8,1,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,26.0,26.0,2100-2159,67.0,67.0,2200-2259,0.0,641.0
9383,3,3,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,29.0,29.0,1900-1959,20.0,20.0,0001-0559,0.0,1199.0
400167,24,3,UA,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,-5.0,0.0,1700-1759,5.0,5.0,2200-2259,0.0,1199.0
237230,22,1,F9,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,40.0,40.0,1700-1759,35.0,35.0,2100-2159,0.0,641.0
463367,10,3,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-2.0,0.0,0700-0759,4.0,4.0,0900-0959,0.0,731.0
220088,29,1,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,0900-0959,-5.0,0.0,1200-1259,0.0,731.0
402534,23,2,UA,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-5.0,0.0,1100-1159,-16.0,0.0,1200-1259,0.0,641.0
429895,26,5,UA,YV,YV,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,1700-1759,-5.0,0.0,2000-2059,0.0,641.0
408280,9,2,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,-8.0,0.0,1600-1659,-8.0,0.0,1700-1759,0.0,1199.0
181791,7,7,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,52.0,52.0,1500-1559,30.0,30.0,2000-2059,0.0,1199.0
484578,16,2,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,24.0,24.0,1400-1459,4.0,4.0,1700-1759,0.0,731.0
480684,1,1,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-5.0,0.0,1300-1359,-2.0,0.0,1400-1459,0.0,641.0
484148,24,3,AA,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,122.0,122.0,1600-1659,136.0,136.0,1800-1859,0.0,731.0
232429,13,6,F9,F9,F9,ATL,GA,Georgia,DFW,TX,Texas,-2.0,0.0,1700-1759,11.0,11.0,1900-1959,0.0,731.0
484403,30,2,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-7.0,0.0,0900-0959,-30.0,0.0,1200-1259,0.0,641.0
