,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
152819,22,1,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-2.0,0.0,1300-1359,4.0,4.0,1700-1759,0.0,1199.0
468271,15,1,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,6.0,6.0,1500-1559,18.0,18.0,1700-1759,0.0,936.0
411197,7,7,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,-7.0,0.0,1000-1059,-20.0,0.0,1200-1259,0.0,802.0
195449,1,1,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-13.0,0.0,1900-1959,-18.0,0.0,2200-2259,0.0,731.0
483362,7,7,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,29.0,29.0,1700-1759,12.0,12.0,2000-2059,0.0,936.0
109353,15,1,WN,WN,ORD,IL,Illinois,DEN,CO,Colorado,164.0,164.0,1600-1659,148.0,148.0,1800-1859,0.0,888.0
220156,28,7,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,20.0,20.0,0800-0859,28.0,28.0,1100-1159,0.0,731.0
196557,3,3,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,3.0,3.0,1200-1259,-1.0,0.0,1700-1759,0.0,1199.0
296150,14,7,AA,OH,ATL,GA,Georgia,CLT,NC,North Carolina,-10.0,0.0,0700-0759,-6.0,0.0,0800-0859,0.0,226.0
217978,23,2,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-3.0,0.0,1200-1259,-11.0,0.0,1300-1359,0.0,226.0
508829,22,1,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,-1.0,0.0,0700-0759,29.0,29.0,0900-0959,0.0,599.0
190791,29,1,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,-3.0,0.0,0700-0759,-5.0,0.0,1000-1059,0.0,606.0
195730,14,7,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-4.0,0.0,0800-0859,-11.0,0.0,1000-1059,0.0,731.0
493693,29,1,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,16.0,16.0,0001-0559,13.0,13.0,0700-0759,0.0,731.0
194528,18,4,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,2.0,2.0,1300-1359,1.0,1.0,1500-1559,0.0,731.0
382621,2,2,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,0.0,0.0,1700-1759,-7.0,0.0,1900-1959,0.0,888.0
460992,2,2,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,-1.0,0.0,2200-2259,-28.0,0.0,0001-0559,0.0,936.0
457316,15,1,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,15.0,15.0,0001-0559,29.0,29.0,0700-0759,0.0,802.0
217902,13,6,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-6.0,0.0,1300-1359,-18.0,0.0,1400-1459,0.0,226.0
517432,11,4,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,-1.0,0.0,0700-0759,35.0,35.0,0900-0959,0.0,1337.0
388887,26,5,UA,UA,ORD,IL,Illinois,CLT,NC,North Carolina,31.0,31.0,1800-1859,17.0,17.0,2100-2159,0.0,599.0
386974,27,6,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,2.0,2.0,0800-0859,-19.0,0.0,1000-1059,0.0,888.0
456841,9,2,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,39.0,39.0,1100-1159,31.0,31.0,1300-1359,0.0,1337.0
501860,1,1,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,-6.0,0.0,1400-1459,-30.0,0.0,1600-1659,0.0,599.0
381822,2,2,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-8.0,0.0,0900-0959,-14.0,0.0,1000-1059,0.0,641.0
502002,19,5,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,-4.0,0.0,0700-0759,-10.0,0.0,1000-1059,0.0,936.0
465831,1,1,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,0.0,0.0,1600-1659,-25.0,0.0,1800-1859,0.0,1337.0
185277,2,2,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,0.0,0.0,0001-0559,-4.0,0.0,0800-0859,0.0,606.0
467034,3,3,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-6.0,0.0,1500-1559,-16.0,0.0,1700-1759,0.0,802.0
505129,25,4,AA,AA,CLT,NC,North Carolina,ATL,GA,Georgia,29.0,29.0,1800-1859,32.0,32.0,1900-1959,0.0,226.0
503996,11,4,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,-6.0,0.0,1800-1859,-15.0,0.0,2100-2159,0.0,599.0
484136,12,5,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,123.0,123.0,1600-1659,124.0,124.0,1800-1859,0.0,731.0
185280,5,5,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,-8.0,0.0,0001-0559,-9.0,0.0,0800-0859,0.0,606.0
437935,5,5,DL,9E,CLT,NC,North Carolina,ATL,GA,Georgia,-3.0,0.0,1600-1659,-21.0,0.0,1800-1859,0.0,226.0
393834,12,5,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,132.0,132.0,1600-1659,152.0,152.0,1700-1759,0.0,888.0
510716,11,4,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,29.0,29.0,1600-1659,23.0,23.0,1900-1959,0.0,641.0
229464,28,7,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,140.0,140.0,0600-0659,117.0,117.0,0900-0959,0.0,641.0
462937,9,2,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,83.0,83.0,0700-0759,143.0,143.0,1000-1059,0.0,641.0
257065,31,3,AA,MQ,ORD,IL,Illinois,ATL,GA,Georgia,-5.0,0.0,0800-0859,-27.0,0.0,1100-1159,0.0,606.0
528163,22,1,AA,AA,ORD,IL,Illinois,DEN,CO,Colorado,-8.0,0.0,1300-1359,15.0,15.0,1500-1559,0.0,888.0
378128,15,1,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,144.0,144.0,1400-1459,140.0,140.0,1600-1659,0.0,888.0
458590,13,6,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,6.0,6.0,1200-1259,16.0,16.0,1300-1359,0.0,641.0
468796,18,4,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,33.0,33.0,1800-1859,50.0,50.0,2000-2059,0.0,1337.0
202792,26,5,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-2.0,0.0,1900-1959,-7.0,0.0,2000-2059,0.0,226.0
195547,1,1,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-3.0,0.0,2200-2259,-16.0,0.0,2300-2359,0.0,1199.0
400397,24,3,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,38.0,38.0,2000-2059,28.0,28.0,2300-2359,0.0,641.0
204504,15,1,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,2.0,2.0,0001-0559,21.0,21.0,0800-0859,0.0,606.0
156703,2,2,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,0700-0759,-21.0,0.0,1000-1059,0.0,731.0
388767,26,5,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,0.0,0.0,1400-1459,-14.0,0.0,1600-1659,0.0,888.0
490934,7,7,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-7.0,0.0,0600-0659,7.0,7.0,0800-0859,0.0,802.0
510750,14,7,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,47.0,47.0,1400-1459,48.0,48.0,1500-1559,0.0,641.0
257057,23,2,AA,MQ,ORD,IL,Illinois,ATL,GA,Georgia,0.0,0.0,0800-0859,16.0,16.0,1100-1159,0.0,606.0
237268,8,1,F9,F9,CLT,NC,North Carolina,DEN,CO,Colorado,-5.0,0.0,1900-1959,-23.0,0.0,2100-2159,0.0,1337.0
101229,7,7,WN,WN,DEN,CO,Colorado,ORD,IL,Illinois,48.0,48.0,1100-1159,39.0,39.0,1500-1559,0.0,888.0
484157,2,2,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,53.0,53.0,1200-1259,47.0,47.0,1500-1559,0.0,731.0
510748,12,5,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,50.0,50.0,1400-1459,46.0,46.0,1500-1559,0.0,641.0
106678,15,1,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,7.0,7.0,1100-1159,20.0,20.0,1200-1259,0.0,1199.0
233474,2,2,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,49.0,49.0,2100-2159,26.0,26.0,2300-2359,0.0,1199.0
415996,19,5,UA,UA,ORD,IL,Illinois,DFW,TX,Texas,-2.0,0.0,0700-0759,8.0,8.0,0900-0959,0.0,802.0
397677,11,4,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,,,1600-1659,,,1700-1759,1.0,1199.0
153916,29,1,DL,DL,ATL,GA,Georgia,DFW,TX,Texas,-3.0,0.0,1800-1859,-15.0,0.0,1900-1959,0.0,731.0
388873,26,5,UA,UA,ATL,GA,Georgia,ORD,IL,Illinois,-4.0,0.0,0600-0659,-9.0,0.0,0800-0859,0.0,606.0
296014,14,7,AA,OH,CLT,NC,North Carolina,ATL,GA,Georgia,9.0,9.0,0900-0959,15.0,15.0,1000-1059,0.0,226.0
372931,29,1,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,-4.0,0.0,0900-0959,-14.0,0.0,1200-1259,0.0,641.0
105212,8,1,WN,WN,DEN,CO,Colorado,ORD,IL,Illinois,-3.0,0.0,1200-1259,-1.0,0.0,1500-1559,0.0,888.0
414968,20,6,UA,UA,ORD,IL,Illinois,DFW,TX,Texas,9.0,9.0,1200-1259,0.0,0.0,1500-1559,0.0,802.0
226836,1,1,F9,F9,ORD,IL,Illinois,ATL,GA,Georgia,5.0,5.0,1800-1859,-6.0,0.0,2100-2159,0.0,606.0
217916,20,6,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-1.0,0.0,1300-1359,-14.0,0.0,1400-1459,0.0,226.0
525428,25,4,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,-1.0,0.0,1100-1159,-16.0,0.0,1200-1259,0.0,599.0
525432,29,1,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,3.0,3.0,1100-1159,-9.0,0.0,1200-1259,0.0,599.0
376239,16,2,UA,UA,ORD,IL,Illinois,ATL,GA,Georgia,1.0,1.0,0700-0759,20.0,20.0,1000-1059,0.0,606.0
473883,10,3,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,12.0,12.0,1900-1959,-10.0,0.0,2100-2159,0.0,936.0
460088,5,5,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-3.0,0.0,1000-1059,-1.0,0.0,1200-1259,0.0,802.0
424061,4,4,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,-4.0,0.0,1300-1359,-16.0,0.0,1400-1459,0.0,641.0
424332,4,4,UA,UA,ATL,GA,Georgia,ORD,IL,Illinois,-5.0,0.0,1800-1859,-2.0,0.0,2000-2059,0.0,606.0
371018,30,2,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,-4.0,0.0,0900-0959,-6.0,0.0,1200-1259,0.0,641.0
204229,23,2,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,0.0,0.0,1700-1759,-6.0,0.0,1800-1859,0.0,226.0
527560,2,2,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,28.0,28.0,1800-1859,12.0,12.0,2000-2059,0.0,1337.0
3541,8,1,UA,G7,CLT,NC,North Carolina,ORD,IL,Illinois,57.0,57.0,1000-1059,69.0,69.0,1200-1259,0.0,599.0
466840,8,1,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,-4.0,0.0,0900-0959,-28.0,0.0,1000-1059,0.0,599.0
493705,10,3,AA,AA,DEN,CO,Colorado,ORD,IL,Illinois,-9.0,0.0,0001-0559,-24.0,0.0,0900-0959,0.0,888.0
500742,9,2,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-10.0,0.0,0600-0659,126.0,126.0,0900-0959,0.0,802.0
266045,3,3,AA,MQ,ORD,IL,Illinois,ATL,GA,Georgia,-3.0,0.0,1400-1459,-10.0,0.0,1700-1759,0.0,606.0
388919,26,5,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,4.0,4.0,1000-1059,-8.0,0.0,1200-1259,0.0,888.0
525488,12,5,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,152.0,152.0,2000-2059,159.0,159.0,2200-2259,0.0,802.0
387062,27,6,UA,UA,ORD,IL,Illinois,CLT,NC,North Carolina,-8.0,0.0,1800-1859,2.0,2.0,2100-2159,0.0,599.0
276374,12,5,NK,NK,CLT,NC,North Carolina,ORD,IL,Illinois,157.0,157.0,0900-0959,168.0,168.0,1000-1059,0.0,599.0
195556,16,2,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-5.0,0.0,2100-2159,1.0,1.0,2300-2359,0.0,1199.0
466175,21,7,AA,AA,ORD,IL,Illinois,DEN,CO,Colorado,-2.0,0.0,0800-0859,-21.0,0.0,1000-1059,0.0,888.0
274642,4,4,NK,NK,ATL,GA,Georgia,DFW,TX,Texas,-2.0,0.0,2000-2059,-10.0,0.0,2100-2159,0.0,731.0
529598,26,5,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,1.0,1.0,2000-2059,-11.0,0.0,2200-2259,0.0,1337.0
515937,24,3,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,0800-0859,2.0,2.0,1100-1159,0.0,731.0
483358,1,1,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,-2.0,0.0,1700-1759,-15.0,0.0,2000-2059,0.0,936.0
529544,2,2,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,148.0,148.0,1600-1659,145.0,145.0,1900-1959,0.0,731.0
205385,18,4,DL,DL,CLT,NC,North Carolina,ATL,GA,Georgia,6.0,6.0,0600-0659,-15.0,0.0,0700-0759,0.0,226.0
396321,11,4,UA,UA,ORD,IL,Illinois,ATL,GA,Georgia,-4.0,0.0,0700-0759,-10.0,0.0,1000-1059,0.0,606.0
156644,18,4,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,1300-1359,1.0,1.0,1400-1459,0.0,1199.0
479618,11,4,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,10.0,10.0,1300-1359,7.0,7.0,1400-1459,0.0,599.0
229442,6,6,F9,F9,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,1000-1059,-13.0,0.0,1300-1359,0.0,641.0
220083,17,3,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,106.0,106.0,0900-0959,104.0,104.0,1200-1259,0.0,731.0
520566,19,5,AA,AA,ATL,GA,Georgia,CLT,NC,North Carolina,4.0,4.0,1100-1159,-15.0,0.0,1200-1259,0.0,226.0
274583,7,7,NK,NK,DFW,TX,Texas,ATL,GA,Georgia,3.0,3.0,1500-1559,5.0,5.0,1900-1959,0.0,731.0
492855,26,5,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,17.0,17.0,1600-1659,12.0,12.0,1800-1859,0.0,936.0
463051,29,1,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,30.0,30.0,1800-1859,26.0,26.0,2100-2159,0.0,802.0
266032,6,6,AA,MQ,ATL,GA,Georgia,ORD,IL,Illinois,72.0,72.0,1800-1859,46.0,46.0,1900-1959,0.0,606.0
175646,17,3,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-3.0,0.0,0900-0959,-18.0,0.0,1100-1159,0.0,226.0
460993,3,3,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,-1.0,0.0,2200-2259,-23.0,0.0,0001-0559,0.0,936.0
371729,30,2,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,-3.0,0.0,1300-1359,-4.0,0.0,1600-1659,0.0,641.0
502244,6,6,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,51.0,51.0,1600-1659,101.0,101.0,1900-1959,0.0,599.0
217915,19,5,DL,DL,CLT,NC,North Carolina,ATL,GA,Georgia,-6.0,0.0,1700-1759,-22.0,0.0,1900-1959,0.0,226.0
210665,31,3,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,-7.0,0.0,0900-0959,-21.0,0.0,1200-1259,0.0,606.0
506372,8,1,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,-3.0,0.0,2000-2059,-25.0,0.0,2100-2159,0.0,599.0
460995,7,7,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,-1.0,0.0,2200-2259,-17.0,0.0,0001-0559,0.0,936.0
524174,31,3,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-3.0,0.0,1900-1959,-4.0,0.0,2000-2059,0.0,641.0
460996,8,1,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,45.0,45.0,2200-2259,28.0,28.0,0001-0559,0.0,936.0
458559,13,6,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,27.0,27.0,1400-1459,26.0,26.0,1700-1759,0.0,641.0
72746,5,5,WN,WN,ORD,IL,Illinois,DEN,CO,Colorado,-6.0,0.0,0700-0759,-34.0,0.0,0900-0959,0.0,888.0
275735,21,7,NK,NK,DFW,TX,Texas,CLT,NC,North Carolina,98.0,98.0,0800-0859,86.0,86.0,1200-1259,0.0,936.0
502240,2,2,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,-6.0,0.0,1600-1659,-10.0,0.0,1900-1959,0.0,599.0
370621,30,2,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,-4.0,0.0,1000-1059,-33.0,0.0,1200-1259,0.0,888.0
484572,10,3,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,22.0,22.0,1400-1459,8.0,8.0,1700-1759,0.0,731.0
467874,9,2,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,112.0,112.0,1400-1459,106.0,106.0,1800-1859,0.0,936.0
399675,24,3,UA,UA,DEN,CO,Colorado,ORD,IL,Illinois,-4.0,0.0,1700-1759,-16.0,0.0,2100-2159,0.0,888.0
500513,14,7,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,17.0,17.0,1800-1859,14.0,14.0,2100-2159,0.0,802.0
233662,28,7,F9,F9,ATL,GA,Georgia,DFW,TX,Texas,36.0,36.0,2000-2059,21.0,21.0,2200-2259,0.0,731.0
415124,20,6,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,55.0,55.0,1300-1359,54.0,54.0,1600-1659,0.0,641.0
392464,24,3,UA,UA,ORD,IL,Illinois,DFW,TX,Texas,27.0,27.0,2000-2059,22.0,22.0,2200-2259,0.0,802.0
493045,21,7,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,17.0,17.0,2000-2059,19.0,19.0,2300-2359,0.0,731.0
465839,10,3,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,150.0,150.0,1500-1559,151.0,151.0,1700-1759,0.0,1337.0
383930,1,1,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,30.0,30.0,1000-1059,17.0,17.0,1500-1559,0.0,1199.0
185536,29,1,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,0.0,0.0,0700-0759,5.0,5.0,0800-0859,0.0,226.0
500732,29,1,AA,AA,DEN,CO,Colorado,CLT,NC,North Carolina,-4.0,0.0,0600-0659,-22.0,0.0,1100-1159,0.0,1337.0
493209,30,2,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,-6.0,0.0,1000-1059,-8.0,0.0,1200-1259,0.0,802.0
460084,1,1,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-4.0,0.0,1000-1059,-16.0,0.0,1200-1259,0.0,802.0
458608,31,3,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-6.0,0.0,1200-1259,-22.0,0.0,1300-1359,0.0,641.0
275736,22,1,NK,NK,DFW,TX,Texas,CLT,NC,North Carolina,-2.0,0.0,0800-0859,0.0,0.0,1200-1259,0.0,936.0
209590,27,6,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,-3.0,0.0,1200-1259,-1.0,0.0,1500-1559,0.0,606.0
150636,19,5,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,0.0,0.0,0700-0759,-4.0,0.0,1200-1259,0.0,1199.0
304160,22,1,AA,OH,CLT,NC,North Carolina,ATL,GA,Georgia,-3.0,0.0,1300-1359,-2.0,0.0,1400-1459,0.0,226.0
529531,11,4,AA,AA,ATL,GA,Georgia,DFW,TX,Texas,-2.0,0.0,2000-2059,-6.0,0.0,2100-2159,0.0,731.0
226103,29,1,F9,F9,ATL,GA,Georgia,DEN,CO,Colorado,0.0,0.0,1100-1159,-7.0,0.0,1200-1259,0.0,1199.0
473885,12,5,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,55.0,55.0,1900-1959,47.0,47.0,2100-2159,0.0,936.0
409837,8,1,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,3.0,3.0,0800-0859,6.0,6.0,1000-1059,0.0,888.0
458595,18,4,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,10.0,10.0,1200-1259,13.0,13.0,1300-1359,0.0,641.0
170982,7,7,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-3.0,0.0,0900-0959,-12.0,0.0,1000-1059,0.0,226.0
393083,13,6,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,65.0,65.0,1600-1659,128.0,128.0,1800-1859,0.0,802.0
468194,24,3,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,-1.0,0.0,1000-1059,-3.0,0.0,1400-1459,0.0,936.0
151948,4,4,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,-2.0,0.0,1800-1859,-32.0,0.0,1900-1959,0.0,1199.0
35413,26,5,WN,WN,ORD,IL,Illinois,DEN,CO,Colorado,5.0,5.0,1800-1859,-13.0,0.0,2000-2059,0.0,888.0
505895,3,3,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,-4.0,0.0,0600-0659,-2.0,0.0,0800-0859,0.0,802.0
458840,23,2,AA,AA,CLT,NC,North Carolina,ATL,GA,Georgia,-6.0,0.0,1800-1859,7.0,7.0,1900-1959,0.0,226.0
304158,20,6,AA,OH,CLT,NC,North Carolina,ATL,GA,Georgia,75.0,75.0,1300-1359,81.0,81.0,1400-1459,0.0,226.0
276375,14,7,NK,NK,CLT,NC,North Carolina,ORD,IL,Illinois,-8.0,0.0,0900-0959,15.0,15.0,1000-1059,0.0,599.0
45640,10,3,WN,WN,ORD,IL,Illinois,DEN,CO,Colorado,-5.0,0.0,1800-1859,-30.0,0.0,1900-1959,0.0,888.0
413288,21,7,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,-2.0,0.0,0700-0759,-7.0,0.0,0900-0959,0.0,802.0
257045,10,3,AA,MQ,ORD,IL,Illinois,ATL,GA,Georgia,3.0,3.0,0800-0859,15.0,15.0,1100-1159,0.0,606.0
510723,18,4,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,9.0,9.0,1600-1659,17.0,17.0,1900-1959,0.0,641.0
276369,6,6,NK,NK,CLT,NC,North Carolina,ORD,IL,Illinois,-4.0,0.0,0900-0959,22.0,22.0,1000-1059,0.0,599.0
369938,30,2,UA,UA,CLT,NC,North Carolina,ORD,IL,Illinois,-10.0,0.0,0600-0659,-20.0,0.0,0700-0759,0.0,599.0
484169,14,7,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,37.0,37.0,1200-1259,22.0,22.0,1500-1559,0.0,731.0
528035,30,2,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-7.0,0.0,1000-1059,-13.0,0.0,1100-1159,0.0,641.0
480689,6,6,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,-3.0,0.0,1300-1359,-11.0,0.0,1400-1459,0.0,641.0
369993,30,2,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,-3.0,0.0,1600-1659,-18.0,0.0,1700-1759,0.0,888.0
484186,31,3,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,0.0,0.0,1200-1259,-7.0,0.0,1500-1559,0.0,731.0
174795,24,3,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-1.0,0.0,1400-1459,-3.0,0.0,1700-1759,0.0,731.0
500710,3,3,AA,AA,DEN,CO,Colorado,CLT,NC,North Carolina,-3.0,0.0,0600-0659,11.0,11.0,1100-1159,0.0,1337.0
70991,5,5,WN,WN,DEN,CO,Colorado,ORD,IL,Illinois,-1.0,0.0,1100-1159,-2.0,0.0,1500-1559,0.0,888.0
417163,18,4,UA,UA,CLT,NC,North Carolina,ORD,IL,Illinois,-5.0,0.0,0600-0659,-7.0,0.0,0700-0759,0.0,599.0
170983,7,7,DL,DL,CLT,NC,North Carolina,ATL,GA,Georgia,-4.0,0.0,1100-1159,-12.0,0.0,1300-1359,0.0,226.0
176953,16,2,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,152.0,152.0,1700-1759,156.0,156.0,1900-1959,0.0,1199.0
188716,1,1,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-6.0,0.0,2200-2259,-4.0,0.0,2300-2359,0.0,226.0
470654,22,1,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,39.0,39.0,1800-1859,18.0,18.0,1900-1959,0.0,599.0
396890,11,4,UA,UA,DEN,CO,Colorado,DFW,TX,Texas,0.0,0.0,0900-0959,-9.0,0.0,1200-1259,0.0,641.0
384642,1,1,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,-5.0,0.0,1000-1059,-7.0,0.0,1200-1259,0.0,802.0
196561,5,5,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,9.0,9.0,1200-1259,-1.0,0.0,1700-1759,0.0,1199.0
74705,6,6,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,6.0,6.0,0700-0759,11.0,11.0,1200-1259,0.0,1199.0
420164,6,6,UA,UA,DFW,TX,Texas,DEN,CO,Colorado,27.0,27.0,1300-1359,13.0,13.0,1400-1459,0.0,641.0
457427,15,1,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,16.0,16.0,1800-1859,11.0,11.0,2000-2059,0.0,936.0
505897,5,5,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,-11.0,0.0,0600-0659,-32.0,0.0,0800-0859,0.0,802.0
510706,1,1,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-4.0,0.0,1600-1659,-2.0,0.0,1900-1959,0.0,641.0
180016,22,1,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,-2.0,0.0,1000-1059,-12.0,0.0,1300-1359,0.0,731.0
158062,4,4,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,-2.0,0.0,0700-0759,-8.0,0.0,1000-1059,0.0,606.0
504000,16,2,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,136.0,136.0,1800-1859,111.0,111.0,2100-2159,0.0,599.0
175654,21,7,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,-1.0,0.0,0900-0959,-26.0,0.0,1100-1159,0.0,226.0
505135,31,3,AA,AA,CLT,NC,North Carolina,ATL,GA,Georgia,-2.0,0.0,1800-1859,-16.0,0.0,1900-1959,0.0,226.0
171258,31,3,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,9.0,9.0,1800-1859,1.0,1.0,2100-2159,0.0,606.0
498280,28,7,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,-1.0,0.0,1200-1259,-4.0,0.0,1500-1559,0.0,599.0
